,title,body,image,url
0,"삼성, 40만원대 보급형 스마트폰 `갤럭시 A25 5G` 출시","갤럭시 A25 5G 라이트 블루.
갤럭시 A25 5G는 LTE와 5G 네트워크를 모두 지원하며, 국내이동통신 3사와 자급제 모델로 모두 출시된다.
'갤럭시 A25 5G'는 6.5형 대화면 슈퍼 아몰레드 디스플레이를 탑재하고, 120Hz 화면 주사율을 지원한다.
갤럭시 A25 5G는 최대 25W의 유선 충전을 지원하며, 5000mAh의 대용량 배터리를 채용했다.
삼성전자 관계자는 ""갤럭시 A25 5G는 대화면부터 카메라, 삼성페이까지 삼성 스마트폰만의 모바일 경험을 부담 없이 누릴 수 있는 제품""이라고 말했다.
갤럭시 A25 5G 옐로우.",https://imgnews.pstatic.net/image/029/2024/01/04/0002847389_001_20240104103403038.jpg?type=w647,https://n.news.naver.com/mnews/article/029/0002847389?sid=105
1,"티맥스그룹, '수평적 조직 문화' 도입…""00님으로 부르세요""","이를 통해 티맥스그룹은 수평적 조직 문화를 위해 임직원 상호 호칭 시 직위·직책 폐지 및 '이름+님' 호칭, 임직원 복장 전면 자율화, 사내 회의 시 토론 문화 정착, 보고 문화 혁신을 위한 일방적 보고 타파 등을 도입한다.
티맥스그룹 관계자는 ""순수 국내 기술의 IT 기업으로서 세계 시장에서 입지를 공고히 하기 위해 필요한 것은 혁신적 기술 개발과 그동안 원천 기술의 콜라보레이션""이라며 ""수평적 조직 문화를 기반으로 '위-아래'가 아닌 '우리'가 함께 기술력을 극대화 해나갈 수 있을 것""이라고 설명했다．",https://imgnews.pstatic.net/image/003/2024/01/04/NISI20240104_0001451875_web_20240104093832_20240104101824707.jpg?type=w647,https://n.news.naver.com/mnews/article/003/0012300832?sid=105
2,"""갤럭시 AI가 온다""…삼성전자, '갤럭시 언팩 2024' 초청장 발송","삼성전자는 오는 17일 오전 10시(현지시간) 미국 캘리포니아주 새너제이에서 '삼성 갤럭시 언팩 2024'를 열다고 3일 밝혔다.
초청장을 살펴보면 삼성전자는 이번 갤럭시 언팩의 주제로 '모바일 인공지능(AI)의 새로운 시대 개막'을 제시했다.
삼성전자는 ""새로운 모바일 AI 경험과 무한한 가능성으로 가득한 갤럭시 AI와 삼성전자의 혁신을 직접 확인하시길 바란다""고 설명했다.",https://imgnews.pstatic.net/image/031/2024/01/03/0000801637_001_20240103113601089.jpg?type=w647,https://n.news.naver.com/mnews/article/031/0000801637?sid=105
3,"티맥스소프트, 홈페이지 전면 개편…""SaaS 중심 클라우드 역량 담아""","솔루션과 사업 분야별 성과, 계획, 경영 활동 등 담은 통합 콘텐츠 허브 구현
티맥스소프트는 공식 홈페이지를 전면 개편하고, 저전력·고효율을 실현하는 ARM 기반 서버를 새 홈페이지에 적용했다고 4일 밝혔다.
티맥스소프트는 SaaS(서비스형 소프트웨어) 중심의 클라우드 역량을 널리 알리고, 고객, 주주 등과 적극 소통하기 위해 홈페이지 개편을 단행했다.
새 홈페이지의 가장 큰 변화는 제품, 사업 분야별 주요 성과와 계획, 선진 경영 활동을 손쉽게 확인할 수 있는 '통합 콘텐츠 허브'로 구현했다는 점이다.
이형배 티맥스소프트 대표는 ""지난 몇 년간 급격히 일어난 디지털 전환과 폭발적인 클라우드 수요를 아우르는 통합 솔루션을 시장에 재빠르게 선보였고, 이제는 SaaS와 ARM 사업으로 미래에 더 큰 성장을 이룰 것""이라며 ""그 상징적 포석으로써 진행된 홈페이지 개편을 기점으로 고객들에게 글로벌 소프트웨어 기업으로의 성장 목표를 알리고, 기술력과 사업 경쟁력을 발휘해 의미 있는 성과를 만들어 가겠다""고 말했다.",https://imgnews.pstatic.net/image/031/2024/01/04/0000801948_001_20240104102109542.jpg?type=w647,https://n.news.naver.com/mnews/article/031/0000801948?sid=105
4,"삼성전자, 40만원대 '갤럭시 A25 5G' 국내 출시","삼성전자가 5일 중저가 기종인 '갤럭시 A25 5G'를 44만 9900원에 국내 출시한다고 4일 밝혔다.
갤럭시 A25 5G 라이트 블루/사진=삼성전자
'갤럭시 A25 5G'는 164.2㎜(6.5형)의 대화면 슈퍼 아몰레드 디스플레이를 탑재하고, 120Hz 화면 주사율을 지원한다.
'갤럭시 A25 5G'는 삼성페이 기능도 지원한다.
유니크한 패턴과 헤이즈 마감으로 깔끔한 디자인을 갖춘 '갤럭시 A25 5G'는 옐로우, 라이트 블루, 블루 블랙의 3가지 색상으로 출시된다.
삼성전자 관계자는 ""'갤럭시 A25 5G'는 대화면부터 카메라, 삼성페이까지 삼성 스마트폰만의 모바일 경험을 부담 없이 누릴 수 있는 제품""이라고 전했다.",https://imgnews.pstatic.net/image/277/2024/01/04/0005362703_001_20240104110505058.jpg?type=w647,https://n.news.naver.com/mnews/article/277/0005362703?sid=105
5,"KT AI테크랩장에 윤경아, 감사실장에 추의정 변호사 영입","김영섭 타운홀 미팅, 조직 전체에 AI 혁신 당부
신임 KT 감사실장(전무)으로 선임된 추의정 법무법인 광장 변호사(왼쪽)와 컴플라이언스추진실장(상무)으로 선임된 허태원 법무법인 아인 변호사
KT(대표 김영섭)가 3일 지난해 조직개편에서 공석이었던 기술혁신부문 AI 테크랩(Tech Lab)장에 윤경아 상무를, 감사실장과 컴플라이언스 추진실장에 추의정 전무와 허태원 상무를 영입했다.
AI 테크랩과 AI2X랩은 지난해 만들어진 기술혁신부문(CTO)조직 산하다.
KT는 지난해 조직개편에서 공석이던 감사실장과 컴플라이언스 추진실장도 영입했다.
김영섭 KT CEO가 3일 이날 9시부터 10시 30분까지 KT광화문 이스트 사옥에서 타운홀 미팅을 열었다.
김영섭 CEO가 참석한 타운홀 미팅 자리에는 오승필 기술혁신부문장(CTO), 박효일 전략실장(CSO), 장민 재무실장(CFO), 고충림 인재실장(CHO)과 KT에 근무하는 직원 25명이 현장에 참석했다.
김영섭 타운홀 미팅, 조직 전체에 AI 혁신 당부
한편 김영섭 KT CEO는 이날 9시부터 10시 30분까지 KT광화문 이스트 사옥에서 타운홀 미팅을 열었다.
이 자리에는 오승필 기술혁신부문장(CTO), 박효일 전략실장(CSO), 장민 재무실장(CFO), 고충림 인재실장(CHO)과 KT에 근무하는 직원 25명이 현장에 참석했다.",https://imgnews.pstatic.net/image/018/2024/01/03/0005648710_001_20240103182301046.jpg?type=w647,https://n.news.naver.com/mnews/article/018/0005648710?sid=105
6,"SK텔레콤, 네이버·아프리카TV와 AI 기반 스포츠 콘텐츠 협력","(서울=연합뉴스) 오규진 기자 = SK텔레콤은 네이버, 아프리카TV와 인공지능(AI)·미디어 기술을 활용해 스포츠 부문에서 협력한다고 4일 밝혔다.
이들은 AI 및 미디어 기술을 활용해 스포츠 산업의 발전에 기여하고, 시청자에게 더 풍부하고 개인화된 스포츠 경험을 제공할 수 있을 것으로 기대했다.",https://imgnews.pstatic.net/image/001/2024/01/04/AKR20240104041200017_01_i_P4_20240104111213740.jpg?type=w647,https://n.news.naver.com/mnews/article/001/0014424862?sid=105
7,무게보다 34배 큰 힘 내는 ‘인공근육’ 유체스위치 개발,"연구진은 무게보다 34배 큰 힘을 낼 수 있는 인공근육으로 유체 스위치를 개발했다./한국과학기술원
국내 연구진이 적은 전력으로도 큰 힘을 낼 수 있는 인공근육 기술을 개발했다.
오일권 한국과학기술원(KAIST) 기계공학과 교수가 이끄는 연구진은 4일 자신의 무게보다 34배 큰 힘을 낼 수 있는 인공근육을 개발했다고 밝혔다.
인공근육은 전류, 공기 압력, 온도 변화 같은 외부 자극에 반응하는 만큼 움직임을 얼마나 정교하게 제어할 수 있는지가 성능에 가장 큰 영향을 미친다.
KAIST 연구진은 인공근육의 장점을 활용한 ‘소프트 유체 스위치’를 개발했다.
0.01V 이하의 초저전력에서 작동할 수 있고, 공유결합성 유기골격구조체(pS-COF)를 사용해 같은 무게보다 큰 힘을 낼 수 있게 했다.",https://imgnews.pstatic.net/image/366/2024/01/04/0000959727_001_20240104102501348.jpg?type=w647,https://n.news.naver.com/mnews/article/366/0000959727?sid=105
8,"유튜브, ‘카톡’ 턱밑에 바짝… 모바일앱 왕좌 등극 초읽기 [뉴스 투데이]","‘숏츠’ 즐기고 검색하고… 생활이 된 유튜브, 월 998억분 봤다
50∼70대 유튜브 이용률 90%대
유튜브 뮤직도 카카오 멜론 제쳐
한국인이 가장 많이 사용하는 모바일 애플리케이션 1위를 지키고 있는 카카오의 메신저 ‘카카오톡’의 지위가 위협받고 있다.
3일 모바일 빅데이터 기업 아이지에이웍스의 모바일인덱스 통계에 따르면 지난해 12월 카카오톡의 MAU(월간활성이용자수)는 4102만1737명으로 집계됐다.
카카오톡과 유튜브의 MAU 차이는 갈수록 작아지고 있다.
이미 유튜브는 국내 앱 사용시간에서 카카오톡을 한참 앞서고 있다.
또 유튜브 뮤직은 지난달 처음으로 국내 음원 시장 최대 플랫폼인 카카오 멜론을 제쳤다.
지난달 국내 모바일 음원 앱 MAU는 유튜브 뮤직이 649만6035명, 멜론이 623만8334명이었다.
유튜브가 연령을 가리지 않고 전 국민이 즐기는 서비스가 됐다면, 카카오톡은 1020대 연령층에서 입지가 흔들렸다.
유튜브가 숏폼(짧은 동영상) 플랫폼을 선점하기 위해 내놓은 ‘숏츠’도 인기를 끌면서 틱톡을 따돌리고 있다.
업계 안팎에서는 유튜브 독주에 대한 우려가 커지고 있다.
최근 유튜브는 광고 없이 서비스를 이용할 수 있는 유튜브 프리미엄 멤버십 가격을 1만450원에서 1만4900원으로 42.6% 인상했다.
최근 방송통신심의위원회는 구글 측에 ‘이재용 삼성전자 회장과 가수 홍진영의 결혼’ 등 터무니없는 동영상을 올린 유튜브 채널 ‘퓨리 크리에이터’의 접속 차단을 요청했지만 “정보 관련 정책을 위반한 콘텐츠를 찾지 못했다”고 답했다.
방심위에 접수된 유튜브 콘텐츠 시정 요구 건수는 2019년 438건이던 것이 2022년 5083건, 지난해 11월까지 3274건으로 크게 늘었다.
정부는 플랫폼법을 통해 국내 시장을 좌우하는 대형 플랫폼을 시장지배적 사업자로 지정해 자사 우대, 끼워팔기 등 경쟁 제한 행위 금지를 추진하고 있다.
네이버와 카카오, 쿠팡 등 국내 플랫폼뿐 아니라 구글, 메타 등 해외 빅테크도 대상이 된다고 밝혔다.
업계 관계자는 “카카오 등 국내 플랫폼은 시대 흐름을 읽고 선제적인 서비스를 내놓아야 사용자들이 떠나지 않을 것”이라며 “정부도 국내 플랫폼 기업 규제보다는 지원을 통해 시장 주도권을 해외 빅테크에 내주지 않도록 고민해야 한다”고 말했다.",https://imgnews.pstatic.net/image/022/2024/01/03/20240103515780_20240104100701522.jpg?type=w647,https://n.news.naver.com/mnews/article/022/0003891095?sid=105
9,"카카오뱅크, SKT와 손잡고 키즈폰에 앱 선탑재","카카오뱅크는 5일부터 12월31일까지 이번 제휴 키즈폰으로 카카오뱅크 미니(mini)에 로그인한 모든 청소년 고객에게 용돈 5000원을 즉시 지급하는 이벤트도 실시한다.
또 5일부터 3월31일까지 보호자의 동의가 필요한 만 7세부터 만 13세까지의 청소년 고객이 ZEM폰 포켓몬에디션2으로 카카오뱅크 미니에 로그인한 경우 보호자로 지정된 부모의 카카오뱅크 계좌를 통해 용돈 지원금 5000원이 제공된다.",https://imgnews.pstatic.net/image/003/2024/01/04/NISI20240104_0001451855_web_20240104092631_20240104100210884.jpg?type=w647,https://n.news.naver.com/mnews/article/003/0012300913?sid=105
